budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,imdbId,ML-100k-convertId,ML-latestId
55000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",8818,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 165707, ""name"": ""deification""}, {""id"": 165713, ""name"": ""dancehall hostess""}, {""id"": 165716, ""name"": ""per\u00f3nism""}, {""id"": 165718, ""name"": ""argentine president""}, {""id"": 165725, ""name"": ""rise to power""}, {""id"": 165727, ""name"": ""singing narrator""}, {""id"": 165728, ""name"": ""soccer ball""}]",en,7.027139,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",1996-12-14,141047179,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Evita,5.9,120,116250,289,1416
50000000,"[{""id"": 12, ""name"": ""Adventure""}]",10586,"[{""id"": 409, ""name"": ""africa""}, {""id"": 2043, ""name"": ""lion""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9895, ""name"": ""kenya""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 158215, ""name"": ""lion attack""}, {""id"": 158217, ""name"": ""colonialism""}, {""id"": 158219, ""name"": ""swahili""}]",en,12.46525,"[{""name"": ""Constellation Films"", ""id"": 457}, {""name"": ""Paramount"", ""id"": 6033}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-11,75000000,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ghost and the Darkness,6.4,236,116409,148,1049
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12123,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 2528, ""name"": ""hydrogen bomb""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 6107, ""name"": ""energy supply""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,20.588620000000002,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Chicago Pacific Entertainment"", ""id"": 2377}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-02,60209334,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Chain Reaction,5.3,284,115857,930,836
55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9566,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 178355, ""name"": ""san francisco giants""}, {""id"": 178364, ""name"": ""child custody""}, {""id"": 178368, ""name"": ""baseball pitcher""}, {""id"": 178369, ""name"": ""baseball fan""}, {""id"": 178370, ""name"": ""psychotic fan""}, {""id"": 178372, ""name"": ""sports agent""}, {""id"": 178378, ""name"": ""driving range""}, {""id"": 178379, ""name"": ""steam room""}]",en,4.3664879999999995,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-15,18626419,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Fan,5.7,194,116277,595,782
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",34314,"[{""id"": 2080, ""name"": ""stewardess""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 198541, ""name"": ""air marshal""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 208637, ""name"": ""turbulence""}]",en,4.700024,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-01-09,11466088,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Turbulence,5.2,62,120390,986,1427
53000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9444,"[{""id"": 3462, ""name"": ""tzar""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 158620, ""name"": ""russian revolution""}, {""id"": 158627, ""name"": ""train explosion""}, {""id"": 158628, ""name"": ""foreign language adaptation""}, {""id"": 158629, ""name"": ""exploding train""}]",en,45.565917999999996,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox Animation Studios"", ""id"": 11231}, {""name"": ""Fox Family Films"", ""id"": 11232}, {""name"": ""The Big Gun Project"", ""id"": 11233}, {""name"": ""Little Wolf Entertainment"", ""id"": 11234}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-20,139804348,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Anastasia,7.4,1432,118617,538,1688
52000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",524,"[{""id"": 383, ""name"": ""poker""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 33625, ""name"": ""illegal prostitution""}]",en,40.06688,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""L\u00e9gende Entreprises"", ""id"": 10898}, {""name"": ""Syalis DA"", ""id"": 11583}, {""name"": ""De Fina-Cappa"", ""id"": 11584}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-22,116112375,178.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Casino,7.8,1307,112641,693,16
48000000,"[{""id"": 12, ""name"": ""Adventure""}]",8367,"[{""id"": 392, ""name"": ""england""}, {""id"": 2868, ""name"": ""crusade""}, {""id"": 2951, ""name"": ""mercifulness""}, {""id"": 4147, ""name"": ""robin hood""}, {""id"": 4615, ""name"": ""folk hero""}]",en,28.803728999999997,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-06-14,390493908,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Robin Hood: Prince of Thieves,6.6,909,102798,627,1027
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9390,"[{""id"": 1485, ""name"": ""stadium""}, {""id"": 3658, ""name"": ""career""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 178372, ""name"": ""sports agent""}]",en,27.039635999999998,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-06,273552592,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Jerry Maguire,6.7,913,116695,237,1393
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2898,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10818, ""name"": ""author""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 159317, ""name"": ""rude""}, {""id"": 159318, ""name"": ""obnoxious""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 228768, ""name"": ""noodle salad""}]",en,37.885022,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-12-19,314178011,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",As Good as It Gets,7.2,915,119822,316,1784
60000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",628,"[{""id"": 90, ""name"": ""paris""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3143, ""name"": ""pity""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,50.163785,"[{""name"": ""Geffen Pictures"", ""id"": 360}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-11-11,223664608,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Interview with the Vampire,7.2,1516,110148,559,253
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10329,"[{""id"": 690, ""name"": ""gorilla""}, {""id"": 2521, ""name"": ""kongo""}, {""id"": 3379, ""name"": ""diamond mine""}, {""id"": 33461, ""name"": ""diamond""}]",en,10.755847,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-06-09,152022101,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Congo,5.0,213,112715,769,160
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",6950,"[{""id"": 1261, ""name"": ""river""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6092, ""name"": ""army""}, {""id"": 8803, ""name"": ""serum""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 17995, ""name"": ""epidemic""}, {""id"": 158025, ""name"": ""medical research""}]",en,30.397496000000004,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-03-10,189859560,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Outbreak,6.3,513,114069,54,292
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",66,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6086, ""name"": ""government""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 208633, ""name"": ""secret service agent""}]",en,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-02-14,50068310,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Absolute Power,6.4,223,118548,291,1459
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",4421,"[{""id"": 493, ""name"": ""poem""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 4411, ""name"": ""sexism""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6092, ""name"": ""army""}, {""id"": 10850, ""name"": ""sexual harassment""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 11718, ""name"": ""feminist""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 159315, ""name"": ""mental health""}, {""id"": 161247, ""name"": ""drill instructor""}, {""id"": 162365, ""name"": ""military""}, {""id"": 185454, ""name"": ""u.s. military""}, {""id"": 191110, ""name"": ""army base""}, {""id"": 225707, ""name"": ""reconnaissance""}, {""id"": 225710, ""name"": ""sexual discrimination""}]",en,19.434672,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""First Independent Films"", ""id"": 1643}, {""name"": ""Largo Entertainment"", ""id"": 1644}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Trap-Two-Zero Productions"", ""id"": 1646}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-22,48169156,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",G.I. Jane,6.0,395,119173,326,1586
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2649,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3883, ""name"": ""danger of life""}, {""id"": 5732, ""name"": ""birthday party""}, {""id"": 173303, ""name"": ""surprising""}]",en,62.925175,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""A&B Producoes"", ""id"": 1519}, {""name"": ""Popaganda Films"", ""id"": 10164}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-12,109423648,129.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Game,7.5,1506,119174,333,1625
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",306,"[{""id"": 703, ""name"": ""detective""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 4230, ""name"": ""carousel ""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10889, ""name"": ""counterfeit""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15124, ""name"": ""framed""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 163047, ""name"": ""beverly hills""}, {""id"": 167541, ""name"": ""buddy comedy""}]",en,20.333953,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-24,119208989,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Beverly Hills Cop III,5.5,434,109254,388,420
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",6623,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 10663, ""name"": ""train crash""}, {""id"": 13008, ""name"": ""train""}, {""id"": 187056, ""name"": ""woman director""}]",en,15.931084,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-26,0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sr"", ""name"": ""Srpski""}, {""iso_639_1"": ""bs"", ""name"": ""Bosanski""}, {""iso_639_1"": ""hr"", ""name"": ""Hrvatski""}]",The Peacemaker,5.8,255,119874,879,1616
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",9879,"[{""id"": 1936, ""name"": ""blackmail""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4378, ""name"": ""striptease""}, {""id"": 6149, ""name"": ""police""}, {""id"": 33483, ""name"": ""u.s. congress""}]",en,11.106005999999999,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-28,113309743,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Striptease,4.4,205,117765,120,762
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9691,"[{""id"": 271, ""name"": ""competition""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 591, ""name"": ""cia""}, {""id"": 974, ""name"": ""bank""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 2350, ""name"": ""seattle""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12355, ""name"": ""sniper rifle""}, {""id"": 18107, ""name"": ""silencer""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 167861, ""name"": ""caribbean""}, {""id"": 178929, ""name"": ""detroit michigan""}]",en,23.073933,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Donner/Shuler-Donner Productions"", ""id"": 23397}, {""name"": ""Evansgideon/Lazar"", ""id"": 25061}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-06,30303072,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}]",Assassins,6.0,387,112401,1217,23
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",10061,"[{""id"": 378, ""name"": ""prison""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 217083, ""name"": ""reluctant hero""}]",en,21.637234,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rysher Entertainment"", ""id"": 11661}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-09,42277365,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Escape from L.A.,5.6,373,116225,831,849
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9770,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 2598, ""name"": ""museum""}, {""id"": 3051, ""name"": ""hostage drama""}, {""id"": 10183, ""name"": ""independent film""}]",en,3.314004,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Arnold Kopelson Productions"", ""id"": 16775}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-07,10541523,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mad City,5.9,81,119592,339,1667
50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",10533,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2871, ""name"": ""burning of witches""}, {""id"": 10223, ""name"": ""puritan""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,7.44268,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-13,10382407,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Scarlet Letter,5.5,108,114345,1442,191
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",11863,"[{""id"": 550, ""name"": ""callgirl""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 9826, ""name"": ""murder""}]",en,8.189406,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-13,9851610,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jade,5.2,44,113451,1207,132
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",89,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 110, ""name"": ""venice""}, {""id"": 113, ""name"": ""holy grail""}, {""id"": 295, ""name"": ""library""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 2847, ""name"": ""entrapment""}, {""id"": 2901, ""name"": ""crusader""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14656, ""name"": ""order of the templars""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,80.972475,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-05-24,474171806,127.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Indiana Jones and the Last Crusade,7.6,3152,97576,210,1291
47000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9894,"[{""id"": 378, ""name"": ""prison""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1005, ""name"": ""karaoke""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 208575, ""name"": ""cable guy""}]",en,19.525659,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-10,102825796,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Cable Guy,5.7,594,115798,122,784
47000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9095,"[{""id"": 964, ""name"": ""servant""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 10124, ""name"": ""laboratory""}, {""id"": 156033, ""name"": ""jekyll and hyde""}, {""id"": 191009, ""name"": ""housemaid""}, {""id"": 207928, ""name"": ""19th century""}]",en,6.0672120000000005,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""NFH Productions"", ""id"": 18737}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-02-23,12379402,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mary Reilly,5.7,74,117002,370,92
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8874,"[{""id"": 1005, ""name"": ""karaoke""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 13027, ""name"": ""wedding""}]",en,15.401855,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-19,299288605,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",My Best Friend's Wedding,6.3,584,119738,255,1569
46000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",199,"[{""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 522, ""name"": ""borg""}, {""id"": 671, ""name"": ""enterprise-e""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 680, ""name"": ""montana""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 49960, ""name"": ""business start-up""}, {""id"": 161176, ""name"": ""space opera""}]",en,25.6713,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-21,150000000,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Star Trek: First Contact,7.0,661,117731,222,1356
